player,country,start,end,matches,bat_innings,bowl_innings,field_innings,not_outs,runs,high_score,high_score_not_out,average,balls_faced,strike_rate,hundreds,fifties,ducks,fours,sixes,overs,maidens,wickets,economy,best_bowling_innings,four_wickets,five_wickets,ten_wickets,dismissals,caught,caught_fielder,caught_behind,stumped,max_dismissals_innings
JW Wilson,New Zealand,1956,2005,6,7,9,9,0,645,18,FALSE,Inf,14,Inf,0,0,0,2,0,4,0,5,6.324686256504438,2/21,0,0,0,4,4,4,0,0,2
JW Zulch,South Africa,1910,1921,16,32,2,30,2,1011,150,FALSE,Inf,0,Inf,2,4,0,0,0,0,0,0,7,NA,0,0,0,4,4,4,0,0,1
JWA Taylor,England,2011,2016,27,13,0,40,1,312,76,FALSE,26,0,NA,0,2,1,0,0,0,0,0,NA,NA,0,0,0,14,14,14,0,0,5
JWH Makepeace,England,1920,1921,4,8,0,7,0,279,117,FALSE,34.875,0,NA,1,2,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
JWHD Boteju,Sri Lanka,1999,1999,2,2,2,2,0,226,NA,FALSE,Inf,0,Inf,0,0,0,0,0,0,0,0,6.647058823529412,NA,0,0,0,1,1,1,0,0,1
JWHT Douglas,England,1911,1925,23,35,37,42,2,2448,119,FALSE,31.08686868686869,0,62.48888888888889,1,6,3,0,0,0,0,45,3.170697012802276,5/46,0,1,0,9,9,9,0,0,3
JWM Dalrymple,England,2006,2007,27,26,26,30,0,1431,32,FALSE,33.70238095238095,57,67.58771929824562,0,0,0,6,0,5,0,16,6.2785714285714285,2/5,0,0,0,13,13,13,0,0,3
JWN Moses,BOT,2019,2021,7,6,2,7,0,91,20,FALSE,Inf,50,Inf,0,0,0,4,1,8,0,0,5.75,NA,0,0,0,2,2,2,0,0,1
JWW Gardner,Papau New Guinea,2023,2024,6,2,6,6,1,141,0,TRUE,23.5,3,17,0,0,1,0,0,17,0,3,8.294117647058824,2/27,0,0,0,2,2,2,0,0,1
Jagjit Singh,Peru,2019,2019,4,4,1,4,0,34,12,FALSE,Inf,30,Inf,0,0,0,1,0,1,0,0,10,NA,0,0,0,5,5,5,0,0,3
Jahandad Khan,Pakistan,2024,2024,1,1,1,1,0,22,5,FALSE,11,10,34,0,0,0,0,0,3,0,1,5.666666666666667,1/17,0,0,0,0,0,0,0,0,0
Jahangir Alam,BAN,1997,1999,3,0,0,3,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,0,0,0,1,1
Jahangir Alam Talukdar,BAN,1990,1990,2,2,2,2,0,72,NA,FALSE,Inf,0,Inf,0,0,0,0,0,0,0,0,5.142857142857143,NA,0,0,0,0,0,0,0,0,0
Jahangir Shah,BAN,1986,1990,5,5,5,5,0,344,NA,FALSE,86,0,117,0,0,0,0,0,0,0,2,4.410256410256411,2/23,0,0,0,1,1,1,0,0,1
Jahurul Islam,BAN,2010,2013,14,17,0,30,1,378,48,FALSE,18.512820512820515,23,134.7826086956522,0,0,2,3,1,0,0,0,NA,NA,0,0,0,17,17,13,4,0,6
Jai P Yadav,India,2002,2005,12,10,10,12,0,652,NA,FALSE,54.333333333333336,0,66,0,0,0,0,0,0,0,6,4.9393939393939394,2/32,0,0,0,3,3,3,0,0,2
Jai Sinh,SUI,2022,2024,8,7,1,8,1,48,9,FALSE,4.383333333333333,48,28.441666666666666,0,0,1,1,0,4,0,5,5.75,5/23,0,1,0,4,4,4,0,0,2
Jaikumar Thakur,CRT,2024,2024,2,2,0,2,0,4,4,FALSE,2,13,30.76923076923077,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
Jaison Jerome,MLT,2022,2023,9,4,9,9,1,258,3,FALSE,127.33333333333333,17,89.70588235294117,0,0,1,0,0,25,0,1,10.12,1/56,0,0,0,2,2,2,0,0,1
Jaker Ali,BAN,2023,2024,2,19,0,24,6,314,68,FALSE,26.545454545454547,218,116.51376146788988,0,2,0,15,13,0,0,0,NA,NA,0,0,0,12,9,4,5,3,2
Jakob Gul,BUL,2024,2024,2,2,0,2,0,31,18,FALSE,15.5,26,119.23076923076924,0,0,0,2,2,0,0,0,NA,NA,0,0,0,1,1,0,1,0,1
Jalal-ud-Din,Pakistan,1982,1985,8,10,16,16,2,962,2,FALSE,16.67207792207792,0,43.5974025974026,0,0,0,0,0,0,0,25,3.4144921126345276,4/32,1,0,0,1,1,1,0,0,1
Jamaluddin Ahmed,BAN,2003,2003,1,1,1,1,0,56,NA,FALSE,Inf,0,Inf,0,0,0,0,0,0,0,0,7,NA,0,0,0,1,1,1,0,0,1
James Langridge,England,1933,1946,8,9,13,15,0,655,70,FALSE,24.312865497076025,0,56.526315789473685,0,1,0,0,0,0,0,19,2.3072625698324023,7/56,0,2,0,6,6,6,0,0,2
James Lillywhite jnr,England,1877,1877,2,3,4,4,1,142,10,FALSE,11.875,0,42.5,0,0,0,0,0,0,0,8,2.223529411764706,4/70,0,0,0,1,1,1,0,0,1
Janak Prakash,SGP,2019,2024,43,41,43,43,12,1883,56,FALSE,23.62751436781609,467,72.28836545324768,0,1,2,37,24,149.2,1,48,8.671875000000002,3/15,0,0,0,26,26,26,0,0,3
Jandu Hamoud,KUW,2019,2019,6,1,6,6,0,114,2,FALSE,15,4,37,0,0,0,0,0,16,0,4,7,2/25,0,0,0,2,2,2,0,0,1
Jasdeep Singh,United States of America,2019,2024,35,47,60,60,1,3795,31,FALSE,25.513914946841776,93,54.15378899446563,0,0,2,2,5,86,2,67,7.303548605091892,4/18,3,0,0,18,18,18,0,0,4
Jason Lui,Hong Kong,2024,2024,1,1,0,1,1,12,12,TRUE,Inf,16,75,0,0,0,2,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
Jaspal Singh,MLT,2023,2024,24,24,6,24,4,569,65,TRUE,34.2,384,75.72916666666666,0,3,2,33,21,20,0,3,7.05,1/23,0,0,0,11,11,11,0,0,2
Jaspreet Singh,ITA,2019,2024,21,9,17,20,2,436,21,FALSE,14.010714285714286,63,61.04960317460318,0,0,2,6,1,52.3,4,20,7.0285714285714285,4/9,1,0,0,5,5,5,0,0,1
Jassim Khan,QAT,2023,2023,8,6,0,8,2,96,31,TRUE,24,74,129.72972972972974,0,0,0,5,5,0,0,0,NA,NA,0,0,0,2,2,2,0,0,1
Jaswinder Singh,MLT,2023,2024,6,6,6,6,2,159,23,TRUE,12.964285714285714,27,62.698412698412696,0,0,1,3,0,16.4,0,7,7.740000000000001,3/17,0,0,0,1,1,1,0,0,1
Jatinder Singh,OMA,2015,2024,53,59,4,109,7,1209,73,TRUE,Inf,972,Inf,0,5,4,113,22,2,0,1,6.892857142857142,1/11,0,0,0,36,36,36,0,0,4
Javed Ahmadi,Afghanistan,2010,2021,47,27,22,52,0,914,62,FALSE,35.30555555555556,7,78.68253968253968,0,1,1,1,0,0,0,10,3.7892920353982302,4/37,1,0,0,12,12,12,0,0,2
Javed Akhtar,Pakistan,1962,1962,1,2,1,1,1,56,2,TRUE,Inf,0,Inf,0,0,0,0,0,0,0,0,3.25,NA,0,0,0,0,0,0,0,0,0
Javed Burki,Pakistan,1960,1969,25,48,5,42,4,1364,140,FALSE,Inf,0,Inf,3,4,3,0,0,0,0,0,3.2857142857142856,NA,0,0,0,7,7,7,0,0,2
Javed Maroofkhail,NOR,2019,2024,14,11,4,14,3,165,27,TRUE,17.604166666666664,105,54.23809523809524,0,0,2,3,3,9,1,3,7.777777777777778,2/14,0,0,0,4,4,4,0,0,1
Javed Miandad,Pakistan,1975,1996,233,201,48,447,21,10108,280,TRUE,45.424369747899156,0,68.33193277310924,23,43,6,0,0,0,0,24,3.435414716345254,3/74,0,0,0,167,164,163,1,3,6
Javed Omar,BAN,1995,2007,59,80,1,113,2,1732,119,FALSE,Inf,0,Inf,1,8,5,0,0,0,0,0,12,NA,0,0,0,22,22,22,0,0,4
Javed Qadeer,Pakistan,1995,1995,1,0,0,1,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,1,0,1,0,1
Jawahir Shah,East (and Central) Africa,1975,1975,3,0,0,3,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
Jaweed Sadran,Aut,2021,2023,20,13,20,20,4,496,18,TRUE,20.46153846153846,64,74.93509615384616,0,0,1,8,2,50.3,1,13,8.217821782178218,3/17,0,0,0,3,3,3,0,0,1
Jay Odedra,OMA,2019,2024,16,19,21,21,2,937,25,TRUE,29.555555555555557,25,64.73333333333333,0,0,1,2,1,12,0,18,6.4785223367697595,4/34,1,0,0,4,4,4,0,0,1
Jitesh Patel,MLT,2022,2022,4,1,4,4,0,118,1,FALSE,20,6,23,0,0,0,0,0,14.4,0,3,7.977272727272728,1/29,0,0,0,0,0,0,0,0,0
Jitin Singh,TAN,2021,2023,24,16,3,24,1,267,60,FALSE,13.3,200,58,0,1,2,28,1,4.2,0,4,11.076923076923078,3/35,0,0,0,2,2,2,0,0,2
Jobayer Hossen,SEY,2024,2024,4,3,4,4,1,121,10,FALSE,10.027777777777779,23,41.623188405797094,0,0,0,2,0,14,0,9,7.428571428571429,5/25,0,1,0,0,0,0,0,0,0
Joginder Sharma,India,2004,2007,4,4,8,8,0,368,NA,FALSE,94.875,0,117.9375,0,0,0,0,0,14.3,0,5,7.058620689655172,2/20,0,0,0,5,5,5,0,0,2
Jojo Thomas,MLT,2021,2021,1,1,0,1,0,1,1,FALSE,1,3,33.33333333333333,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
Jordan O'Brien,FIN,2023,2024,13,12,0,13,0,94,22,FALSE,7.833333333333333,108,87.03703703703704,0,0,1,8,2,0,0,0,NA,NA,0,0,0,8,7,3,4,1,3
Joshua Asia,NGA,2022,2024,15,4,13,15,1,164,2,TRUE,5.53125,11,20.573863636363633,0,0,2,0,0,37,2,16,4.351351351351352,3/5,0,0,0,4,4,4,0,0,1
Jubaid Ahamed,Fran,2021,2022,9,8,0,9,3,49,13,FALSE,9.8,46,106.5217391304348,0,0,1,2,2,0,0,0,NA,NA,0,0,0,4,4,4,0,0,1
Jubair Hossain,BAN,2014,2015,3,8,13,13,2,754,7,TRUE,18.645833333333332,0,27.447916666666664,0,0,1,0,0,2,0,22,6.712354312354313,5/96,0,1,0,3,3,3,0,0,2
Jun Hyunwoo,SKOR,2022,2024,10,10,1,10,0,111,26,FALSE,Inf,119,Inf,0,0,1,5,5,4,0,0,6.25,NA,0,0,0,2,2,2,0,0,2
Junaed Mullah,SVN,2024,2024,2,2,0,2,0,28,26,FALSE,14,45,62.22222222222222,0,0,0,2,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
Junaid Aziz,BHR,2020,2024,38,27,14,37,8,645,52,FALSE,17.744582043343655,345,62.39130434782608,0,1,1,35,17,28.2,0,17,8.788235294117648,5/5,0,1,0,11,11,11,0,0,2
Junaid Khan,Pakistan,2011,2024,76,112,146,148,16,9483,17,TRUE,Inf,16,66.65528640662598,0,0,8,3,1,95,1,212,5.780748111357095,5/38,4,5,0,13,13,13,0,0,4
Junaid Mehmood,NOR,2021,2024,8,6,0,8,1,83,30,TRUE,16.6,84,98.8095238095238,0,0,1,10,0,0,0,0,NA,NA,0,0,0,3,3,0,3,0,1
Junaid Sheikh,NOR,2019,2019,5,3,5,5,0,123,9,FALSE,29.166666666666668,20,71.5,0,0,0,1,1,16,1,2,6.5,1/21,0,0,0,5,5,5,0,0,2
Junaid Siddique,United Arab Emirates,2007,2024,108,119,120,211,11,7108,106,FALSE,Inf,181,Inf,1,8,5,19,10,233.5,3,150,5.676163297462201,4/23,4,0,0,52,52,51,1,0,9
Junaid Siddiqui,Canada,2011,2024,11,19,33,33,3,1193,21,FALSE,44.94444444444444,45,92.72222222222221,0,0,1,2,2,71.1,4,20,5.027435923752298,3/10,0,0,0,6,6,6,0,0,2
Junaid Zia,Pakistan,2003,2003,4,4,4,4,0,254,NA,FALSE,42.333333333333336,0,48.333333333333336,0,0,0,0,0,0,0,3,5.255172413793103,3/21,0,0,0,0,0,0,0,0,0
K Akurugoda,HUN,2022,2022,2,2,1,1,0,59,7,FALSE,27.75,10,47,0,0,1,0,1,4,0,1,13,1/52,0,0,0,0,0,0,0,0,0
K Bhurtel,NEP,2021,2024,57,68,29,109,6,2126,104,TRUE,21.096038329519452,1009,56.64718737502825,1,9,5,124,56,30,0,35,5.517948717948718,4/20,4,0,0,71,71,71,0,0,8
K Birkenstock,Namibia,2019,2023,20,15,15,29,1,653,59,FALSE,Inf,45,Inf,0,1,0,9,4,5,0,5,7.619512195121952,2/24,0,0,0,10,10,10,0,0,3
K Burrows,Bhm,2022,2022,1,1,0,1,0,4,4,FALSE,4,8,50,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
K Cawte,IOM,2022,2024,14,5,12,14,3,291,1,TRUE,14.75,9,16.105555555555554,0,0,2,0,0,35.1,0,10,8.246445497630333,2/23,0,0,0,2,2,2,0,0,1
K Christie,Hong Kong,2016,2019,1,5,12,12,2,343,11,TRUE,Inf,20,Inf,0,0,0,0,0,39,0,10,12.743589743589745,2/23,0,0,0,4,4,4,0,0,1
K Cranston,England,1947,1948,8,14,13,16,0,670,45,FALSE,20.26984126984127,0,56.111111111111114,0,0,2,0,0,0,0,18,2.7386138613861384,4/12,0,0,0,3,3,3,0,0,2
K Dasan,BUL,2019,2020,10,9,2,9,1,289,74,FALSE,21.3125,222,59.37837837837838,0,1,0,19,4,8,0,4,6.5,3/23,0,0,0,5,3,1,2,2,2
K Doriga,Papau New Guinea,2017,2024,39,33,0,81,5,359,46,TRUE,12.821428571428571,370,97.02702702702702,0,0,2,24,10,0,0,0,NA,NA,0,0,0,59,48,2,46,11,9
K Dorji,BHU,2019,2019,2,0,2,2,0,69,NA,FALSE,34.5,0,21,0,0,0,0,0,7,0,2,9.857142857142858,2/45,0,0,0,0,0,0,0,0,0
K Farnes,England,1934,1939,15,17,27,27,5,1777,20,FALSE,16.741666666666667,0,65.53333333333333,0,0,4,0,0,0,0,60,2.623092573753815,6/96,0,3,1,1,1,1,0,0,1
K Fletcher,SUI,2022,2024,16,4,16,16,2,352,3,TRUE,11.11111111111111,17,26.619281045751634,0,0,1,0,0,53.5,1,18,6.427244582043343,4/24,1,0,0,5,5,5,0,0,1
K Ghalley,BHU,2023,2023,4,4,0,4,2,32,19,TRUE,16,41,78.04878048780488,0,0,1,2,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
K Gilham,CZK-R,2020,2021,7,4,7,7,4,179,10,TRUE,Inf,18,61.22222222222222,0,0,0,1,0,28,0,6,5.785714285714286,2/34,0,0,0,2,2,2,0,0,1
K Gore,United States of America,2019,2021,16,19,24,24,1,983,31,FALSE,25.515384615384615,28,79.68315018315019,0,0,0,4,2,25,2,23,4.686521739130434,4/20,1,0,0,9,9,9,0,0,4
K Govind,SEY,2021,2021,1,0,1,1,0,25,NA,FALSE,25,0,18,0,0,0,0,0,3,0,1,8.333333333333334,1/25,0,0,0,0,0,0,0,0,0
K Gowtham,India,2021,2021,1,1,1,1,0,98,NA,FALSE,49,0,48,0,0,0,0,0,0,0,1,6.125,1/49,0,0,0,1,1,1,0,0,1
K Gupta,Chile,2019,2019,4,4,0,4,1,46,19,TRUE,15.333333333333334,64,71.875,0,0,1,1,0,0,0,0,NA,NA,0,0,0,4,3,0,3,1,3
K Higgs,England,1965,1968,15,19,27,27,3,1658,63,FALSE,16.15448943661972,0,57.91549295774648,0,1,2,0,0,0,0,71,2.14931906614786,6/91,0,2,0,4,4,4,0,0,1
K Hinds,Bhm,2021,2023,10,10,10,10,0,353,40,FALSE,15.01923076923077,115,62.65551839464883,0,0,1,7,6,36,1,13,6.333333333333333,5/18,0,1,0,4,4,4,0,0,1
K Irakoze,RWN,2021,2024,75,56,72,74,9,1894,60,FALSE,14.65267395054629,450,61.86786786786786,0,1,13,33,20,216,5,74,6.555555555555555,4/20,3,0,0,8,8,8,0,0,1
K Jethi,Canada,2008,2008,3,8,3,8,1,211,24,FALSE,31.75,59,57.163841807909606,0,0,1,0,2,0,0,2,5,2/39,0,0,0,1,1,1,0,0,1
K Joshi,Aut,2019,2021,8,5,0,8,2,62,32,TRUE,20.666666666666668,69,89.85507246376811,0,0,0,4,2,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
K Juma,TAN,2024,2024,4,1,4,4,0,50,0,FALSE,4.166666666666667,1,6.5,0,0,1,0,0,13,0,6,3.8461538461538463,3/17,0,0,0,1,1,1,0,0,1
K Kadowaki-Fleming,Japan,2022,2024,35,35,1,35,4,1428,114,FALSE,Inf,931,Inf,2,9,0,107,76,1,0,0,8,NA,0,0,0,8,8,8,0,0,2
K Kamyuka,Canada,2013,2013,2,2,2,2,0,94,NA,FALSE,11.75,0,11.75,0,0,0,0,0,0,0,4,6,4/38,1,0,0,0,0,0,0,0,0
K Kato-Stafford,Japan,2024,2024,10,6,10,10,3,158,21,FALSE,11.666666666666668,31,79.01497695852534,0,0,2,6,1,22.3,0,14,4.977777777777778,5/7,0,1,0,3,3,3,0,0,1
K Kekez,CRT,2024,2024,3,3,1,3,1,37,6,FALSE,Inf,19,Inf,0,0,1,1,0,2,0,0,14.5,NA,0,0,0,1,1,1,0,0,1
K Klein,NED,2024,2024,8,13,16,16,0,723,16,FALSE,11.728869047619048,24,41.595238095238095,0,0,2,1,0,27,2,30,5.551256613756614,4/32,3,0,0,2,2,2,0,0,2
K Kubota,Japan,2022,2024,16,4,16,16,3,187,2,FALSE,7.633333333333334,6,32,0,0,0,0,0,35,0,15,5.257142857142857,3/11,0,0,0,1,1,1,0,0,1
K Loday,BHU,2019,2019,1,1,0,1,1,0,0,TRUE,NA,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
K Mahato,NEP,2022,2023,2,2,2,2,0,152,NA,FALSE,38,0,39,0,0,0,0,0,0,0,2,5.846153846153846,2/55,0,0,0,0,0,0,0,0,0
K Mendon,CZK-R,2019,2021,17,13,11,17,7,426,45,TRUE,29.055555555555557,183,62.227686703096545,0,0,0,14,5,27.4,1,9,8.385542168674698,3/19,0,0,0,2,2,2,0,0,1
K Mirpuri,GIBR,2023,2024,22,11,22,22,10,594,18,TRUE,40.975,75,48.19166666666666,0,0,0,1,0,76.5,1,20,7.0151843817787425,3/16,0,0,0,4,4,4,0,0,1
K Mishara,Sri Lanka,2022,2022,3,3,0,3,0,15,13,FALSE,5,19,78.94736842105263,0,0,0,2,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
K Modise,BOT,2019,2023,7,7,5,7,0,173,38,FALSE,13.142857142857142,96,61.81249999999999,0,0,1,9,7,12.1,0,6,5.424657534246576,3/18,0,0,0,2,2,2,0,0,1
K Motlhanka,BOT,2019,2024,40,39,15,39,4,1256,84,FALSE,21.22142857142857,925,61.09009009009009,0,7,2,114,19,38,1,18,6.394736842105263,4/16,2,0,0,20,16,13,3,4,4
K Nagnama,CIV,2024,2024,1,1,0,1,0,1,1,FALSE,1,7,14.285714285714285,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
K Namchaikul,THA,2022,2024,18,8,14,18,4,269,5,TRUE,12.125,26,30.86217948717949,0,0,2,0,0,38.5,0,12,6.643776824034334,4/7,1,0,0,4,4,4,0,0,1
K Nassoro,TAN,2021,2024,65,55,53,63,11,1714,60,FALSE,19.71247357293869,845,58.966698775285536,0,2,3,77,12,146.2,3,43,6.082004555808656,4/14,1,0,0,26,26,26,0,0,2
K Nestor,GIBR,2019,2024,33,27,18,33,5,743,35,FALSE,28.068181818181817,270,60.89057239057239,0,0,6,23,9,52.5,0,11,9.312302839116718,3/37,0,0,0,11,11,11,0,0,1
K Nima,BHU,2019,2019,1,1,1,1,1,24,2,TRUE,Inf,3,42.33333333333333,0,0,0,0,0,3,0,1,7.333333333333333,1/22,0,0,0,0,0,0,0,0,0
K Nitish Kumar Reddy,India,2024,2024,4,4,4,4,1,206,74,FALSE,Inf,50,Inf,0,1,1,4,8,9,0,3,4.611111111111112,2/23,0,0,0,0,0,0,0,0,0
K Pala,Papau New Guinea,2015,2015,2,2,0,2,1,41,22,TRUE,41,30,136.66666666666666,0,0,0,4,2,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
K Penjor,BHU,2022,2022,1,0,1,1,0,19,NA,FALSE,Inf,0,Inf,0,0,0,0,0,2,0,0,9.5,NA,0,0,0,1,1,1,0,0,1
K Phillip,United States of America,2021,2023,5,5,5,5,0,490,NA,FALSE,40.833333333333336,0,40.5,0,0,0,0,0,0,0,6,6.049382716049383,3/43,0,0,0,1,1,1,0,0,1
K Pierre,West Indies,2018,2020,3,8,13,13,3,602,9,TRUE,88.23809523809524,23,106.63768115942028,0,0,0,2,0,28,0,8,7.842032967032967,2/44,0,0,0,2,2,2,0,0,1
K Piet,BOT,2022,2024,21,11,16,20,6,336,6,TRUE,10.875,44,45.55,0,0,1,1,0,53.4,1,20,5.645962732919255,3/14,0,0,0,7,7,7,0,0,2
K Rabada,South Africa,2014,2024,101,223,284,285,33,18469,47,FALSE,22.538553137978994,141,57.9778446255533,0,0,24,14,5,232.1,3,541,5.571038773828587,7/112,6,18,4,90,90,90,0,0,7
K Rai Singh,India,1948,1948,1,2,0,2,0,26,24,FALSE,13,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
K Santokie,West Indies,2011,2014,12,1,12,12,1,278,0,TRUE,15.444444444444445,0,13.61111111111111,0,0,0,0,0,40.5,0,18,6.808163265306122,4/21,1,0,0,1,1,1,0,0,1
K Senamontree,THA,2019,2024,16,8,16,16,1,329,9,FALSE,12.714285714285715,47,37.97340425531915,0,0,1,0,0,43.1,2,14,6.996138996138996,4/19,1,0,0,5,5,5,0,0,2
K Shivam,CRC,2024,2024,2,1,0,2,0,0,0,FALSE,0,4,0,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
K Shuttleworth,England,1970,1971,1,7,10,10,0,531,21,FALSE,22.986111111111114,0,64.3125,0,0,1,0,0,0,0,13,2.749649859943977,5/47,0,1,0,2,2,2,0,0,2
K Sinclair,West Indies,2021,2024,7,13,16,17,2,990,50,FALSE,25.560606060606062,9,37.005050505050505,0,1,0,0,0,18,0,19,5.76920384951881,4/24,2,0,0,13,13,13,0,0,5
K Sonavale,OMA,2024,2024,3,2,2,3,0,6,NA,FALSE,1.5,0,7.5,0,0,0,0,0,0,0,2,1.2,1/1,0,0,0,0,0,0,0,0,0
K Srikkanth,India,1981,1992,146,105,49,223,3,3458,123,FALSE,Inf,0,Inf,2,12,7,0,0,0,0,25,4.284176029962547,5/27,0,2,0,82,82,82,0,0,7
K Subramanian,SGP,2020,2020,1,0,1,1,0,27,NA,FALSE,9,0,8,0,0,0,0,0,4,0,3,6.75,3/27,0,0,0,0,0,0,0,0,0
K Suttisan,THA,2019,2023,4,4,0,4,0,45,26,FALSE,11.25,55,81.81818181818183,0,0,1,5,0,0,0,0,NA,NA,0,0,0,2,2,2,0,0,2
K Tari,VAN,2024,2024,1,0,1,1,0,26,NA,FALSE,26,0,18,0,0,0,0,0,3,0,1,8.666666666666666,1/26,0,0,0,0,0,0,0,0,0
K Tathgur,Canada,2024,2024,1,2,0,3,0,6,3,FALSE,3,16,37.5,0,0,0,0,0,0,0,0,NA,NA,0,0,0,1,1,1,0,0,1
K Taylor,England,1959,1964,3,5,1,6,0,63,24,FALSE,Inf,0,Inf,0,0,0,0,0,0,0,0,3,NA,0,0,0,1,1,1,0,0,1
K Thomson,New Zealand,1968,1968,2,4,1,4,1,103,69,FALSE,20.166666666666664,0,21,0,1,1,0,0,0,0,1,2.5714285714285716,1/9,0,0,0,0,0,0,0,0,0
K Thuchila,MWest Indies,2024,2024,4,1,4,4,0,63,0,FALSE,7.875,1,8.625,0,0,1,0,0,11.3,1,4,5.478260869565218,3/8,0,0,0,1,1,1,0,0,1
K Verreynne,South Africa,2020,2024,17,31,0,53,3,833,136,TRUE,29.75,0,NA,2,3,4,0,0,0,0,0,NA,NA,0,0,0,72,66,10,56,6,8
K Vislapuu,EST,2021,2024,20,6,17,20,2,379,3,TRUE,16.208333333333336,8,42.708333333333336,0,0,2,0,0,45.5,1,12,8.16,3/29,0,0,0,4,4,4,0,0,1
K Waiswa,UGA,2020,2024,73,57,35,72,11,1436,66,TRUE,15.954545454545453,688,60.17019027484143,0,1,6,71,19,98,2,44,7.142857142857143,4/14,2,0,0,33,33,33,0,0,2
K Weeraratne,Sri Lanka,2000,2009,15,19,19,20,2,945,20,TRUE,42.77777777777778,45,80.04629629629629,0,0,0,4,1,15,0,10,6.60625,4/19,1,0,0,7,7,7,0,0,3
K Whatham,Canada,2011,2011,1,0,0,1,0,0,NA,FALSE,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
K Yamamoto-Lake,Japan,2024,2024,4,0,3,4,0,24,NA,FALSE,8,0,16,0,0,0,0,0,8,0,3,3,2/10,0,0,0,1,1,1,0,0,1
K Zondo,South Africa,2018,2023,6,7,0,14,1,120,39,FALSE,20,0,NA,0,0,1,0,0,0,0,0,NA,NA,0,0,0,3,3,3,0,0,2
KA Archer,Australia,1950,1951,5,9,0,10,0,234,48,FALSE,26,0,NA,0,0,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0
KA Bazil,CAY,2022,2023,8,5,8,8,1,183,7,FALSE,10.125,20,40.6,0,0,0,0,1,27,1,10,6.296296296296297,2/9,0,0,0,1,1,1,0,0,1
KA Edwards,West Indies,2011,2014,16,32,1,48,1,1005,121,FALSE,Inf,0,Inf,2,8,4,0,0,0,0,0,4.75,NA,0,0,0,17,17,17,0,0,3
KA Hope,West Indies,2017,2017,7,9,0,16,0,101,43,FALSE,11.22222222222222,0,NA,0,0,2,0,0,0,0,0,NA,NA,0,0,0,4,4,4,0,0,2
KA Jadhav,CAM,2022,2023,6,6,4,6,1,85,22,TRUE,Inf,99,Inf,0,0,1,4,0,5,0,0,7.2,NA,0,0,0,1,1,1,0,0,1
KA Jamieson,New Zealand,2020,2024,13,43,61,63,7,3494,51,TRUE,30.349116161616163,33,76.5667748917749,0,1,3,7,0,44.2,0,104,5.677374631647409,6/48,0,5,1,11,11,11,0,0,5
KA Maharaj,South Africa,2016,2024,44,142,173,183,12,11111,84,FALSE,24.160938004702306,115,56.50623165291358,0,5,18,6,5,133.5,1,277,5.009596045033063,9/129,2,10,1,43,43,43,0,0,6
KA Patel,Kenya,2006,2006,2,2,2,2,0,68,NA,FALSE,Inf,0,Inf,0,0,0,0,0,0,0,0,6.8,NA,0,0,0,0,0,0,0,0,0
KA Pollard,West Indies,2007,2022,123,165,145,218,21,7079,75,TRUE,32.795224130708,1161,69.12601653299328,0,6,3,94,99,142.4,0,97,7.013221731539488,4/25,1,0,0,106,106,106,0,0,6
KA Reynolds,Blz,2019,2019,3,0,3,3,0,60,NA,FALSE,10,0,11,0,0,0,0,0,11,0,6,5.454545454545454,3/26,0,0,0,3,3,3,0,0,2
KA Vimlesh,ROM,2023,2024,5,5,0,5,3,63,39,FALSE,31.5,66,95.45454545454544,0,0,0,5,0,0,0,0,NA,NA,0,0,0,3,3,3,0,0,2
KA Walter,South Africa,1961,1961,2,3,4,4,0,208,10,FALSE,18.25,0,82.5,0,0,1,0,0,0,0,6,2.3878787878787877,4/63,0,0,0,3,3,3,0,0,1
KAD Hurdle,BER,2006,2007,19,19,19,19,0,1662,NA,FALSE,36.130434782608695,0,39.34782608695652,0,0,0,0,0,0,0,23,5.5093922651933696,3/24,0,0,0,7,7,7,0,0,1
